Price;Host ID;Host Response Rate;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Smart Location;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count
55.0;77925594;100.0;2.0;Vallehermoso;Chamberí;Madrid, Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;1;0;2;6;0;0;0;216;1;10.0;10.0;8.0;8.0;flexible;2.0
60.0;86524177;100.0;1.0;Palomeras Bajas;Puente de Vallecas;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;1;1125;18;33;57;328;4;8.0;9.0;9.0;9.0;strict;1.0
16.0;43611339;60.0;2.0;Marroquina;Moratalaz;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;30;4;30;60;335;10;10.0;10.0;10.0;10.0;flexible;2.0
17.0;18854623;100.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;2;30;2;5;15;255;37;9.0;9.0;10.0;9.0;flexible;2.0
47.0;37174878;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Pull-out Sofa;1;0;1;15;0;0;0;0;3;10.0;10.0;10.0;10.0;moderate;1.0
95.0;4190343;100.0;23.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;16;2;60;7;18;36;288;121;9.0;9.0;10.0;9.0;strict;23.0
35.0;28292147;100.0;1.0;Casa de Campo;Moncloa - Aravaca;Madrid, Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;1;20;4;1125;0;8;15;214;14;10.0;10.0;10.0;10.0;moderate;1.0
22.0;32577800;100.0;1.0;Embajadores;Centro;Madrid, Spain;Dorm;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;30;22;52;82;357;53;9.0;9.0;10.0;9.0;strict;1.0
191.0;3566146;100.0;142.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;1;0;3;1125;8;20;36;55;0;;;;;strict;77.0
65.0;58217762;100.0;4.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;1125;12;19;46;321;80;9.0;10.0;10.0;9.0;moderate;4.0
55.0;28831681;100.0;10.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;2;10;3;1125;12;37;63;153;9;9.0;9.0;10.0;10.0;moderate;10.0
23.0;20665714;100.0;1.0;Acacias;Arganzuela;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;22;52;82;172;7;10.0;10.0;10.0;10.0;flexible;1.0
30.0;39777064;93.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;3;3;3;1;10.0;10.0;10.0;10.0;strict;2.0
89.0;89498753;96.0;39.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;1;1125;14;37;67;149;2;9.0;7.0;10.0;8.0;flexible;29.0
34.0;3511249;100.0;8.0;Recoletos;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;7;1125;1;23;53;328;11;9.0;8.0;10.0;9.0;strict;7.0
41.0;3583842;100.0;1.0;Imperial;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;3;1.0;3.0;3.0;Real Bed;1;0;7;1125;0;0;7;282;3;8.0;7.0;9.0;9.0;moderate;1.0
40.0;1725728;100.0;2.0;Cuatro Caminos;Tetuán;Madrid, Spain;Apartment;Private room;2;0.0;1.0;2.0;Real Bed;1;20;1;1125;13;28;28;216;108;9.0;9.0;9.0;9.0;flexible;2.0
285.0;34510929;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;1;0;7;15;0;0;13;48;0;;;;;strict;1.0
80.0;4571056;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;19;19;19;19;0;;;;;flexible;2.0
250.0;21714032;;1.0;Vallehermoso;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;1;1125;30;60;90;365;0;;;;;flexible;1.0
85.0;1215471;;3.0;Llubí;;Llubí, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;30;60;90;365;1;10.0;10.0;10.0;10.0;flexible;3.0
185.0;42006672;100.0;23.0;Santanyí;;Santanyí, Spain;Villa;Entire home/apt;11;4.0;5.0;10.0;Real Bed;1;0;3;1125;30;60;83;323;0;;;;;strict;1.0
320.0;71606767;100.0;1.0;Rios Rosas;Chamberí;Madrid, Spain;Apartment;Entire home/apt;8;3.0;4.0;6.0;Real Bed;1;0;5;1125;11;31;38;302;6;10.0;10.0;10.0;9.0;strict;1.0
30.0;24099435;100.0;3.0;Delicias;Arganzuela;Madrid, Spain;Bed & Breakfast;Private room;3;1.0;1.0;1.0;Real Bed;2;10;3;1125;18;48;78;101;89;9.0;9.0;9.0;9.0;strict;3.0
71.0;44244954;100.0;16.0;Dublin City;;Dublin, Ireland;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;28;10;23;40;290;83;10.0;10.0;9.0;9.0;moderate;16.0
60.0;15549923;100.0;6.0;Sol;Centro;Madrid, Spain;Townhouse;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;7;16;46;76;351;2;10.0;10.0;10.0;10.0;moderate;1.0
30.0;109624062;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;5;1;1125;22;52;82;172;1;6.0;6.0;10.0;6.0;moderate;1.0
31.0;17251216;64.0;1.0;Legazpi;Arganzuela;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;1;1125;12;34;44;44;35;10.0;9.0;9.0;10.0;moderate;1.0
85.0;28863644;90.0;1.0;Ibiza;Retiro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;2;1125;6;10;15;47;12;10.0;10.0;10.0;9.0;flexible;1.0
45.0;91443917;100.0;8.0;Sol;Centro;Madrid, Spain;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;28;0;0;0;0;16;9.0;10.0;10.0;9.0;strict;8.0
37.0;3960473;100.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;0;0;0;32;1;10.0;10.0;10.0;10.0;flexible;2.0
45.0;4424170;100.0;4.0;San Juan Bautista;Ciudad Lineal;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;2;8;3;365;3;21;30;289;67;10.0;10.0;9.0;10.0;strict;4.0
35.0;2346360;80.0;2.0;Almagro;Chamberí;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;15;3;1125;27;57;87;362;91;10.0;10.0;10.0;10.0;strict;1.0
255.0;12939323;100.0;2.0;Los Feliz;;Los Angeles, CA;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;4;19;5;200;14;44;74;349;38;9.0;9.0;10.0;10.0;moderate;2.0
25.0;15258781;100.0;114.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;5;10;1125;0;6;36;311;0;;;;;strict;97.0
75.0;80071882;100.0;2.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;30;1125;0;0;0;219;15;9.0;10.0;10.0;9.0;strict;2.0
75.0;81336924;100.0;1.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Entire home/apt;6;1.0;1.0;4.0;Real Bed;2;0;2;1125;0;12;36;311;24;9.0;10.0;10.0;10.0;strict;1.0
125.0;3540591;100.0;3.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;6;;2.0;2.0;Pull-out Sofa;2;20;3;1125;0;0;7;282;1;8.0;10.0;10.0;8.0;flexible;3.0
40.0;8876978;100.0;2.0;Concepción;Ciudad Lineal;Madrid, Spain;Chalet;Private room;2;1.5;1.0;1.0;Real Bed;1;0;1;1125;16;46;76;351;0;;;;;moderate;2.0
47.0;91005550;;1.0;Adelfas;Retiro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;2.0;2.0;Real Bed;1;0;3;7;2;10;11;12;0;;;;;flexible;1.0
170.0;36336748;100.0;1.0;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;Barcelona, Spain;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;1;0;2;90;0;2;6;38;13;10.0;10.0;9.0;9.0;strict;1.0
50.0;116248948;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;5;4;15;35;310;6;10.0;10.0;10.0;10.0;moderate;1.0
31.0;73091098;;1.0;Casco Histórico de Vallecas;Villa de Vallecas;Madrid, Spain;Other;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;2;0;0;0;0;0;;;;;flexible;1.0
27.0;15731417;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;1;0;7;30;0;0;0;0;0;;;;;flexible;1.0
29.0;6146479;100.0;6.0;Justicia;Centro;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;10;4;1125;1;18;18;18;5;10.0;8.0;10.0;9.0;flexible;4.0
125.0;153391;98.0;10.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.5;2.0;3.0;Real Bed;4;15;1;1125;9;21;33;289;223;9.0;9.0;10.0;9.0;strict;9.0
62.0;850654;100.0;5.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;1;0;1;1125;0;0;6;281;3;6.0;7.0;10.0;7.0;strict;5.0
20.0;49606442;100.0;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;4;14;21;51;81;171;2;10.0;10.0;10.0;10.0;flexible;1.0
22.0;76287793;100.0;1.0;Embajadores;Centro;Madrid, Spain;Loft;Private room;1;1.0;1.0;1.0;Real Bed;1;10;1;7;16;46;71;212;16;10.0;10.0;10.0;10.0;flexible;1.0
20.0;107760496;94.0;1.0;Arcos;San Blas - Canillejas;Madrid, Spain;Apartment;Private room;2;0.5;1.0;1.0;Real Bed;1;0;1;31;15;29;35;300;13;9.0;9.0;10.0;9.0;moderate;1.0
35.0;1714866;100.0;1.0;Ciudad Jardín;Chamartín;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;2;330;0;0;6;281;6;10.0;10.0;10.0;10.0;moderate;1.0
75.0;15600875;100.0;5.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;20;2;1125;4;14;23;280;67;10.0;10.0;10.0;10.0;moderate;3.0
19.0;2991670;99.0;34.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;111;4;28;29;247;13;8.0;9.0;9.0;8.0;strict;33.0
43.0;9417700;50.0;1.0;Batignolles-Monceau;;Paris, France;Apartment;Entire home/apt;1;1.0;0.0;1.0;Real Bed;1;0;4;21;0;0;3;277;13;10.0;10.0;10.0;9.0;strict;1.0
80.0;4628173;;1.0;Castilla;Chamartín;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;25;1;10;29;59;89;89;0;;;;;flexible;1.0
55.0;4083688;94.0;12.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;1125;18;35;60;188;28;9.0;9.0;10.0;8.0;moderate;12.0
211.0;8864750;100.0;74.0;Binissalem;;Binissalem, Spain;House;Entire home/apt;6;3.5;3.0;3.0;Real Bed;1;0;7;1125;30;60;74;255;0;;;;;strict;64.0
25.0;3437704;100.0;4.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;5;1;29;3;14;41;316;105;9.0;9.0;10.0;9.0;flexible;4.0
98.0;3566146;100.0;142.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;0;3;1125;8;31;44;183;3;10.0;10.0;9.0;9.0;strict;77.0
20.0;23264507;;1.0;Palos de Moguer;Arganzuela;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;5;20;0;0;0;0;0;;;;;flexible;1.0
89.0;89498753;96.0;39.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;1;0;1;1125;4;20;40;204;0;;;;;flexible;29.0
40.0;16316396;;1.0;Fontarrón;Moratalaz;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;20;0;0;0;0;0;;;;;flexible;1.0
790.0;5558099;96.0;147.0;Algaida;;Algaida, Spain;House;Entire home/apt;16;7.0;10.0;16.0;Real Bed;1;0;4;1125;6;27;42;261;1;10.0;10.0;8.0;10.0;strict;129.0
89.0;52165975;100.0;1.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;13;18;20;295;34;10.0;10.0;10.0;10.0;moderate;1.0
37.0;117750911;;26.0;Sol;Centro;Madrid, Spain;Condominium;Private room;1;2.0;1.0;1.0;Real Bed;1;0;7;1125;7;37;67;342;0;;;;;strict;26.0
24.0;20058279;33.0;1.0;Palos de Moguer;Arganzuela;Madrid, Spain;Condominium;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;15;29;59;89;364;40;10.0;10.0;10.0;10.0;strict;1.0
55.0;25315846;100.0;2.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;10;2;1125;0;2;9;31;0;;;;;moderate;2.0
55.0;104897414;100.0;4.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;17;47;77;77;2;9.0;8.0;10.0;6.0;flexible;4.0
70.0;48778417;;1.0;Nueva España;Chamartín;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;7;27;57;87;177;0;;;;;flexible;1.0
59.0;27526991;100.0;57.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;15;1;28;8;23;47;131;41;9.0;10.0;10.0;9.0;strict;48.0
42.0;45745512;100.0;4.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;200;7;15;42;309;93;9.0;9.0;10.0;9.0;strict;4.0
28.0;5284879;;1.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Entire home/apt;3;1.0;3.0;3.0;Real Bed;1;5;4;1125;0;0;0;0;4;10.0;9.0;10.0;8.0;moderate;1.0
25.0;32627640;100.0;1.0;Pacífico;Retiro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;2;0;3;23;23;10;10.0;10.0;10.0;10.0;moderate;1.0
80.0;11942663;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;1;45;1;1125;28;58;88;363;17;9.0;9.0;10.0;9.0;strict;1.0
15.0;67894201;100.0;1.0;Quintana;Ciudad Lineal;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;10;8;17;21;21;46;10.0;10.0;9.0;10.0;flexible;1.0
130.0;1650712;100.0;40.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;2;20;7;1125;5;5;6;104;4;10.0;10.0;10.0;9.0;strict;40.0
30.0;3524291;100.0;6.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;7;11;41;68;190;81;9.0;9.0;10.0;9.0;moderate;5.0
46.0;46137740;100.0;2.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;10;15;1125;0;0;19;294;0;;;;;moderate;2.0
120.0;1351865;99.0;5.0;Valdefuentes;Hortaleza;Madrid, Spain;Loft;Entire home/apt;6;1.5;4.0;4.0;Real Bed;3;25;2;365;17;42;60;333;66;9.0;10.0;8.0;9.0;moderate;4.0
80.0;26275231;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;4;15;2;1125;11;29;41;131;9;9.0;8.0;10.0;10.0;moderate;1.0
115.0;31772865;86.0;8.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;5;1125;12;42;72;128;0;;;;;strict;8.0
40.0;2683051;100.0;4.0;Cuatro Caminos;Tetuán;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;1125;22;52;82;357;13;9.0;10.0;9.0;9.0;flexible;4.0
160.0;10982187;100.0;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;3;15;3;25;12;26;27;27;28;10.0;10.0;10.0;9.0;strict;1.0
55.0;25365558;90.0;1.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Entire home/apt;5;2.0;3.0;4.0;Real Bed;1;0;2;1125;0;2;25;77;36;9.0;7.0;9.0;9.0;moderate;1.0
49.0;27526991;100.0;57.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;15;1;28;15;26;47;113;26;8.0;8.0;9.0;8.0;moderate;48.0
95.0;21514948;75.0;164.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;1125;18;29;34;309;0;;;;;strict;145.0
50.0;35353212;;1.0;Élysée;;Paris, France;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;1;0;1;1125;0;19;49;324;22;10.0;8.0;9.0;9.0;flexible;1.0
115.0;40986566;100.0;2.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;3;35;2;1125;6;21;41;308;2;10.0;10.0;10.0;10.0;strict;2.0
30.0;11158986;100.0;8.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Private room;2;0.0;1.0;1.0;Real Bed;1;5;3;1125;23;53;83;83;5;8.0;8.0;10.0;9.0;moderate;8.0
100.0;28557864;90.0;1.0;Legazpi;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;1;0;1;1125;1;1;11;282;7;10.0;10.0;10.0;10.0;flexible;1.0
80.0;6191153;;1.0;Universidad;Centro;Madrid, Spain;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
100.0;107463526;100.0;1.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;1;0;2;1125;5;5;5;72;4;10.0;10.0;10.0;8.0;flexible;1.0
31.0;117752844;;38.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;7;1125;0;5;35;310;0;;;;;flexible;38.0
17.0;60115303;100.0;1.0;Comillas;Carabanchel;Madrid, Spain;Condominium;Private room;2;1.0;1.0;2.0;Real Bed;1;5;1;1125;10;24;25;26;20;10.0;10.0;9.0;9.0;flexible;1.0
155.0;3494012;96.0;4.0;Canillas;Hortaleza;Madrid, Spain;Villa;Entire home/apt;12;3.0;4.0;12.0;Real Bed;8;15;2;1125;11;37;61;334;20;8.0;8.0;9.0;9.0;strict;4.0
99.0;118240508;90.0;2.0;la Dreta de l'Eixample;Eixample;Barcelona, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;2;50;1;730;9;15;34;309;1;;8.0;;;strict;2.0
25.0;17305391;;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;10;10.0;10.0;10.0;10.0;flexible;1.0
49.0;6152491;100.0;3.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;1;0;4;1125;1;12;22;22;46;8.0;8.0;10.0;8.0;strict;3.0
37.0;6191568;100.0;2.0;Goya;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;2;5;5;274;12;10.0;9.0;10.0;10.0;flexible;2.0
50.0;62738396;98.0;2.0;Berruguete;Tetuán;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;30;1;1125;7;35;65;340;1;8.0;10.0;8.0;8.0;flexible;2.0
90.0;33722058;100.0;1.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;4.0;Real Bed;3;15;3;1125;11;28;44;289;22;9.0;10.0;10.0;9.0;strict;1.0
45.0;39136611;;4.0;Justicia;Centro;Madrid, Spain;Other;Private room;2;1.0;1.0;2.0;Real Bed;1;0;2;1125;0;0;0;97;6;8.0;8.0;9.0;7.0;moderate;4.0
12.0;50529819;100.0;2.0;Abrantes;Carabanchel;Madrid, Spain;Condominium;Private room;3;2.0;1.0;3.0;Real Bed;1;16;1;1125;12;38;48;323;15;10.0;10.0;8.0;9.0;strict;2.0
43.0;54320845;100.0;2.0;Almagro;Chamberí;Madrid, Spain;Apartment;Private room;2;1.0;0.0;2.0;Real Bed;1;0;15;60;0;1;6;264;14;8.0;8.0;10.0;8.0;flexible;2.0
40.0;7649063;98.0;14.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;1125;11;28;58;58;95;9.0;8.0;9.0;9.0;strict;12.0
30.0;13656387;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;1;10.0;10.0;10.0;10.0;moderate;1.0
30.0;26985712;70.0;3.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;1;30;5;60;21;51;81;356;7;10.0;9.0;10.0;10.0;flexible;1.0
25.0;51247441;;1.0;Numancia;Puente de Vallecas;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;strict;1.0
30.0;32622728;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Pull-out Sofa;1;0;1;1125;0;0;0;0;19;9.0;9.0;9.0;9.0;flexible;1.0
39.0;20609984;100.0;6.0;Cortes;Centro;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;15;3;1125;3;3;3;253;5;10.0;9.0;10.0;10.0;strict;5.0
285.0;4180632;100.0;5.0;Justicia;Centro;Madrid, Spain;Other;Entire home/apt;12;4.5;4.0;6.0;Real Bed;6;50;2;1125;5;11;22;230;45;10.0;10.0;10.0;10.0;strict;4.0
49.0;2419618;100.0;3.0;Palacio;Centro;Madrid, Spain;Dorm;Private room;2;2.0;1.0;2.0;Real Bed;1;19;1;1125;0;0;6;281;4;10.0;10.0;10.0;9.0;strict;3.0
95.0;1814266;;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;2.0;Real Bed;1;0;2;1125;0;0;0;0;3;10.0;9.0;10.0;10.0;moderate;1.0
22.0;2366392;100.0;6.0;Vinateros;Moratalaz;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;1;1125;0;4;34;309;2;10.0;10.0;10.0;10.0;flexible;2.0
47.0;3469754;100.0;1.0;Embajadores;Centro;Madrid, Spain;Other;Entire home/apt;3;1.0;1.0;2.0;Real Bed;1;10;2;1125;3;16;27;302;13;10.0;9.0;9.0;9.0;strict;1.0
55.0;9699624;97.0;8.0;Nueva España;Chamartín;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;3;33;63;87;0;;;;;moderate;8.0
50.0;6015275;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;16;46;68;151;42;10.0;10.0;10.0;10.0;moderate;1.0
27.0;70821665;100.0;1.0;Bellas Vistas;Tetuán;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;7;1125;0;0;0;65;5;10.0;8.0;8.0;9.0;flexible;1.0
24.0;2783896;100.0;3.0;Puerta del Angel;Latina;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;20;46;74;164;107;9.0;9.0;9.0;9.0;moderate;3.0
160.0;119122994;;1.0;Rios Rosas;Chamberí;Madrid, Spain;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;1;0;4;90;0;0;9;65;0;;;;;flexible;1.0
35.0;8787457;90.0;1.0;Almendrales;Usera;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;2;20;3;31;0;0;0;21;43;9.0;8.0;9.0;9.0;moderate;1.0
24.0;39603389;;1.0;Embajadores;Centro;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;10;0;0;0;128;0;;;;;flexible;1.0
14.0;77655675;100.0;3.0;San Fermín;Usera;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;1125;16;34;60;333;13;10.0;10.0;9.0;10.0;strict;3.0
99.0;2044655;100.0;5.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;0;3;1125;15;31;53;144;3;9.0;9.0;10.0;9.0;strict;4.0
84.0;102947901;100.0;162.0;el Barri Gòtic;Ciutat Vella;Barcelona, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;42;1;1125;4;16;31;294;1;10.0;10.0;10.0;10.0;super_strict_30;106.0
90.0;50451459;;1.0;Ibiza;Retiro;Madrid, Spain;Condominium;Entire home/apt;5;1.0;1.0;2.0;Real Bed;4;10;2;1125;8;10;16;288;2;10.0;10.0;10.0;10.0;strict;1.0
14.0;116208238;94.0;3.0;Canillas;Hortaleza;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;15;15;15;246;0;;;;;flexible;3.0
175.0;79020953;100.0;5.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;10;2.0;4.0;7.0;Real Bed;6;15;1;1125;0;1;3;193;22;10.0;10.0;10.0;10.0;moderate;3.0
95.0;73014750;100.0;1.0;Castellana;Salamanca;Madrid, Spain;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;0;2;15;0;11;24;24;17;10.0;10.0;10.0;9.0;flexible;1.0
